打撲	950104190-002	 紫:3 黒:3 灰:3 赤:1 白:1
ダミー	950105145-032	 灰:3 青:2 黒:2 橙:1 茶:1 桃:1 白:1
ダミー	950105145-034	 灰:4 紫:2 橙:2 赤:2 黒:1
ダミー	950105145-028	 黒:5 灰:4 橙:1 黄:1
脱出	950101134-021	 緑:2 橙:2 紫:1 赤:1 桃:1 青:1 茶:1 黄:1 白:1
脱出	950101156-010	 青:3 赤:2 茶:2 紫:1 灰:1 白:1 緑:1
脱出	950105002-002	 茶:2 灰:2 白:2 紫:1 赤:1 青:1 黄:1 黒:1
協会	950105150-002	 黒:4 灰:2 緑:2 青:1 橙:1 黄:1
協会	950104136-011	 黒:3 灰:2 白:2 青:1 紫:1 茶:1 赤:1
協会	950105118-009	 緑:4 茶:2 黄:2 赤:1 橙:1 白:1
寄付	950105222-003	 黄:4 緑:3 赤:1 茶:1 灰:1 白:1
寄付	950103038-037	 黄:4 黒:2 白:2 橙:1 赤:1 桃:1
寄付	950101071-034	 黄:7 赤:1 桃:1 白:1 緑:1
監督	950107123-004	 青:2 茶:2 黄:2 白:2 紫:1 黒:1 緑:1
監督	950103070-028	 黒:3 茶:2 黄:2 白:2 青:1 桃:1
監督	950105116-003	 黒:6 白:2 紫:1 茶:1 黄:1
大戦	950104035-001	 黒:4 赤:3 茶:2 灰:1 白:1
大戦	950104017-002	 赤:4 灰:4 黒:1 桃:1 白:1
大戦	950103144-002	 赤:4 黒:4 茶:2 灰:1
対応	950105033-042	 茶:2 灰:2 黒:2 白:2 赤:1 黄:1 緑:1
対応	950103008-064	 黒:3 緑:3 青:2 紫:1 茶:1 灰:1
対応	950104120-003	 黄:3 灰:3 青:1 橙:1 黒:1 白:1 緑:1
独身	950104069-006	 桃:2 橙:2 白:2 紫:1 赤:1 茶:1 黒:1 灰:1
独身	950105175-010	 黒:5 白:5 黄:1
独身	950101021-010	 灰:4 白:3 黒:2 紫:1 橙:1
名跡	950101078-012	 紫:4 茶:3 橙:1 灰:1 黒:1 緑:1
名跡	950101078-010	 茶:5 黒:2 青:1 紫:1 橙:1 緑:1
名跡	950101078-003	 茶:4 青:1 橙:1 黄:1 灰:1 黒:1 白:1 緑:1
対抗	950103056-005	 赤:6 橙:4 黄:1
対抗	950104223-001	 黒:3 青:2 茶:2 赤:2 灰:1 緑:1
対抗	950103136-003	 赤:8 青:1 橙:1 黄:1
氷点下	950105118-007	 青:4 白:3 桃:2 橙:1 灰:1
氷点下	950106006-003	 白:5 青:3 紫:1 橙:1 緑:1
氷点下	950105003-014	 青:4 白:3 灰:2 黄:1 黒:1
生まれ	950105208-003	 緑:4 白:3 桃:2 赤:1 茶:1
生まれ	950101019-002	 白:3 青:2 桃:2 緑:2 橙:1 灰:1
生まれ	950101019-004	 桃:4 白:3 黒:2 赤:1 黄:1
委	950106011-005	 赤:3 黄:3 灰:3 青:1 橙:1
委	950104025-011	 白:3 緑:3 灰:2 黒:2 黄:1
委	950106016-002	 灰:3 白:2 紫:1 茶:1 橙:1 赤:1 黒:1 緑:1
デモ	950103023-002	 黒:5 赤:3 灰:2 紫:1
デモ	950105044-013	 赤:4 黒:4 灰:3
デモ	950105044-004	 茶:3 赤:3 黄:2 灰:2 橙:1
広告	950103086-026	 赤:4 青:3 紫:1 橙:1 黄:1 白:1
広告	950105127-001	 黄:4 橙:2 赤:2 紫:1 青:1 黒:1
広告	950103086-002	 白:4 黄:2 青:1 茶:1 橙:1 灰:1 緑:1
前	950105094-013	 赤:3 青:1 紫:1 橙:1 茶:1 黄:1 黒:1 白:1 緑:1
前	950104087-010	 赤:5 白:2 緑:2 茶:1 灰:1
前	950104087-006	 赤:5 白:2 青:1 紫:1 黒:1 緑:1
協定	950105046-001	 黄:3 緑:3 紫:1 青:1 茶:1 赤:1 白:1
協定	950104160-002	 赤:2 黄:2 紫:1 桃:1 緑:1 青:1 灰:1 黒:1 白:1
協定	950104160-006	 緑:3 青:2 灰:2 橙:1 赤:1 黄:1 黒:1
専業	950104016-002	 紫:3 桃:3 黒:2 青:1 黄:1 白:1
専業	950104016-005	 青:3 白:3 桃:2 紫:1 橙:1 赤:1
専業	950104016-012	 緑:3 茶:2 黄:2 灰:2 紫:1 黒:1
性格	950105175-005	 灰:4 橙:2 白:2 紫:1 青:1 黄:1
性格	950106016-001	 青:3 赤:2 灰:2 白:2 紫:1 黒:1
性格	950107008-008	 青:4 白:2 緑:2 茶:1 黄:1 灰:1
ダンピング	950105247-003	 灰:4 黒:3 白:2 紫:1 赤:1
ダンピング	950105247-009	 赤:3 黒:3 紫:2 茶:1 灰:1 白:1
ダンピング	950105247-012	 茶:3 紫:2 黒:2 赤:1 黄:1 灰:1 緑:1
公募	950101144-010	 赤:2 黄:2 白:2 青:1 紫:1 橙:1 茶:1 桃:1
公募	950105020-011	 灰:3 青:2 橙:1 赤:1 黄:1 黒:1 白:1 緑:1
公募	950101152-028	 青:3 緑:3 桃:2 白:2 茶:1
グループ	950104011-008	 青:5 黄:2 橙:1 灰:1 白:1 緑:1
グループ	950104011-001	 灰:3 青:2 黄:2 橙:1 茶:1 白:1 緑:1
グループ	950104011-013	 黒:3 黄:2 緑:2 青:1 赤:1 橙:1 白:1
鉄道	950104200-007	 黒:5 茶:2 灰:2 橙:1 赤:1
鉄道	950107027-006	 灰:4 黒:3 茶:2 青:1 白:1
鉄道	950107027-006	 灰:4 黒:3 茶:2 黄:1 緑:1
差	950103010-010	 青:3 白:3 紫:1 赤:1 黒:1 灰:1 緑:1
差	950101143-012	 橙:3 白:3 青:1 茶:1 黒:1 灰:1 緑:1
差	950103010-010	 紫:2 赤:2 灰:2 青:1 橙:1 茶:1 黄:1 白:1
末	950105035-008	 赤:3 黄:2 灰:2 黒:2 白:2
末	950101164-008	 茶:2 灰:2 白:2 青:1 赤:1 黄:1 黒:1 桃:1
末	950104158-002	 黒:4 灰:2 紫:1 赤:1 黄:1 桃:1 緑:1
退陣	950106046-006	 灰:4 青:3 黒:3 緑:1
退陣	950103023-001	 赤:4 黒:3 灰:3 茶:1
退陣	950105179-002	 灰:3 黄:2 黒:2 白:2 赤:1 桃:1
突破	950105044-011	 赤:4 黄:3 青:2 橙:1 灰:1
突破	950103070-022	 赤:7 黄:1 黒:1 桃:1 白:1
突破	950106105-016	 赤:5 黄:2 青:1 黒:1 白:1 緑:1
オブ	950104186-033	 黒:3 白:2 青:1 紫:1 赤:1 黄:1 桃:1 緑:1
オブ	950104186-035	 茶:2 黄:2 黒:2 緑:2 青:1 橙:1 白:1
オブ	950106177-002	 黒:3 紫:2 青:2 橙:1 赤:1 黄:1 白:1
安定	950103055-005	 白:4 青:3 緑:3 灰:1
安定	950104012-020	 白:3 青:2 緑:2 紫:1 赤:1 橙:1 灰:1
安定	950104012-018	 青:3 橙:2 黄:2 緑:2 赤:1 白:1
連絡	950101048-006	 緑:3 青:2 黄:2 赤:1 黒:1 灰:1 白:1
連絡	950105118-016	 緑:2 橙:2 黒:2 赤:1 茶:1 黄:1 灰:1 白:1
連絡	950103022-003	 黄:3 緑:3 青:1 橙:1 赤:1 灰:1 黒:1
一体	950101068-007	 紫:3 茶:2 緑:2 青:1 黄:1 黒:1 灰:1
一体	950101008-024	 茶:2 黄:2 灰:2 白:2 青:1 赤:1 橙:1
一体	950103072-002	 青:2 赤:2 黒:2 緑:2 橙:1 茶:1 白:1
専門	950104159-003	 青:4 黒:3 紫:2 緑:2
専門	950104211-011	 緑:3 赤:2 紫:1 橙:1 茶:1 黄:1 黒:1 白:1
専門	950104073-009	 黄:3 緑:3 白:2 青:1 茶:1 黒:1
わが国	950104062-015	 白:4 赤:3 灰:2 黄:1 緑:1
わが国	950104062-007	 青:3 白:3 赤:2 灰:2 黒:1
わが国	950104062-005	 赤:3 黄:3 灰:2 紫:1 橙:1 緑:1
機関	950105033-027	 黒:5 灰:2 緑:2 青:1 茶:1
機関	950104177-010	 灰:3 黒:3 緑:2 青:1 赤:1 白:1
機関	950104197-002	 黒:3 灰:3 茶:2 青:1 赤:1 黄:1
否定	950104005-003	 赤:4 青:3 黒:2 灰:2
否定	950104101-008	 黒:3 灰:3 青:2 白:2 紫:1
否定	950101003-002	 赤:4 灰:3 黒:3 青:1
木造	950101146-005	 茶:9 黒:1 緑:1
木造	950105223-002	 茶:8 灰:1 黒:1 白:1
木造	950105224-002	 茶:9 赤:1 緑:1
所感	950101011-002	 青:4 白:3 橙:2 茶:1 灰:1
所感	950101011-011	 白:3 青:2 黒:2 紫:1 茶:1 橙:1 緑:1
所感	950101011-005	 灰:3 青:2 黄:2 赤:1 茶:1 橙:1 白:1
肩	950105094-008	 青:3 白:3 緑:3 茶:1 黄:1
肩	950105230-013	 黄:3 青:2 黒:2 灰:2 茶:1 白:1
肩	950104132-013	 桃:5 白:2 茶:1 橙:1 黄:1 緑:1
姿	950107129-029	 青:2 黒:2 白:2 紫:1 桃:1 橙:1 茶:1 灰:1
姿	950104184-006	 白:6 青:1 橙:1 黄:1 桃:1 緑:1
姿	950105118-004	 灰:4 黒:3 紫:1 青:1 黄:1 桃:1
裁判	950101105-001	 灰:3 茶:2 赤:2 紫:1 黒:1 桃:1 白:1
裁判	950107044-003	 青:3 黒:2 灰:2 紫:1 茶:1 赤:1 白:1
裁判	950104175-011	 白:4 灰:3 紫:1 茶:1 黄:1 緑:1
各種	950105113-001	 黒:3 白:2 緑:2 紫:1 青:1 橙:1 赤:1
各種	950104018-003	 黄:2 灰:2 黒:2 赤:1 橙:1 茶:1 白:1 緑:1
各種	950106159-003	 灰:3 黄:2 黒:2 青:1 橙:1 茶:1 白:1
戦	950104086-015	 赤:4 白:2 茶:1 桃:1 黒:1 灰:1 緑:1
戦	950101075-010	 赤:4 茶:2 緑:2 青:1 黒:1 灰:1
戦	950103020-003	 赤:4 黒:4 灰:3
悲願	950104170-003	 青:5 赤:4 黒:1 灰:1
悲願	950101077-047	 赤:2 黄:2 白:2 紫:1 緑:1 青:1 橙:1 黒:1
悲願	950101077-039	 赤:4 青:3 紫:1 橙:1 灰:1 白:1
色	950104064-005	 橙:3 白:3 赤:2 紫:1 桃:1 緑:1
色	950104015-011	 黄:5 白:3 赤:1 橙:1 桃:1
色	950104031-007	 白:6 青:1 茶:1 黄:1 黒:1 緑:1
経由	950105022-005	 青:5 緑:2 紫:1 赤:1 茶:1 黒:1
経由	950105170-013	 青:3 橙:2 灰:2 紫:1 桃:1 黒:1 白:1
経由	950101053-007	 黄:3 青:2 橙:1 赤:1 桃:1 黒:1 白:1 緑:1
両党	950106151-004	 灰:4 緑:2 青:1 橙:1 赤:1 黒:1 白:1
両党	950106001-004	 灰:5 青:2 紫:1 橙:1 黒:1 緑:1
両党	950107055-003	 白:3 黒:2 灰:2 紫:1 青:1 橙:1 黄:1
違法	950101105-001	 赤:3 灰:3 黒:3 紫:1 青:1
違法	950107006-006	 赤:3 黒:3 灰:2 青:1 黄:1 緑:1
違法	950105033-008	 黒:4 灰:4 紫:1 赤:1 黄:1
父	950105244-011	 青:3 黒:3 白:2 茶:1 灰:1 緑:1
父	950106128-016	 黒:3 紫:2 青:2 灰:2 黄:1 白:1
父	950105035-013	 青:3 白:2 紫:1 橙:1 茶:1 黄:1 黒:1 緑:1
バック	950107102-018	 黒:5 青:2 茶:1 灰:1 白:1 緑:1
バック	950105101-010	 青:2 灰:2 黒:2 白:2 赤:1 茶:1 緑:1
バック	950101031-015	 黒:4 青:2 灰:2 白:2 緑:1
発電	950101040-001	 黄:8 赤:1 橙:1 灰:1
発電	950101157-008	 黄:5 紫:2 茶:1 橙:1 黒:1 灰:1
発電	950101157-005	 黄:5 青:3 橙:2 紫:1
ふもと	950106128-010	 緑:4 茶:2 紫:1 赤:1 橙:1 黄:1 白:1
ふもと	950105003-004	 緑:5 茶:3 白:2 灰:1
ふもと	950101134-019	 緑:4 茶:2 白:2 赤:1 灰:1 黒:1
発展	950105181-002	 青:3 黄:3 橙:2 黒:2 灰:1
発展	950101162-015	 赤:3 青:2 橙:2 黄:1 桃:1 灰:1 緑:1
発展	950107054-008	 赤:4 黒:2 橙:1 黄:1 桃:1 灰:1 白:1
活躍	950107040-013	 赤:3 青:2 橙:2 黄:2 紫:1 白:1
活躍	950105082-009	 赤:3 青:2 橙:2 茶:1 黄:1 黒:1 灰:1
活躍	950106154-001	 赤:4 橙:2 黄:2 青:1 灰:1 緑:1
隣	950105224-005	 灰:4 緑:3 黒:2 黄:1 白:1
隣	950105055-007	 緑:3 茶:2 紫:1 青:1 赤:1 橙:1 黄:1 黒:1
隣	950101032-012	 緑:3 青:2 茶:2 黄:1 灰:1 桃:1 白:1
帰還	950106046-008	 緑:3 茶:2 白:2 青:1 赤:1 灰:1 黒:1
帰還	950106046-002	 茶:3 灰:3 赤:2 紫:1 橙:1 黄:1
帰還	950106046-006	 青:3 茶:2 紫:1 赤:1 黒:1 灰:1 白:1 緑:1
出生	950105123-009	 白:4 青:2 桃:2 茶:1 橙:1 緑:1
出生	950101021-005	 桃:4 橙:2 赤:2 紫:1 茶:1 白:1
出生	950104062-005	 茶:2 黄:2 白:2 緑:2 紫:1 橙:1 桃:1
スローガン	950104120-007	 青:2 赤:2 黄:2 緑:2 橙:1 黒:1 白:1
スローガン	950104120-001	 青:3 赤:3 黒:3 茶:1 灰:1
スローガン	950104120-005	 赤:5 青:2 橙:1 黒:1 白:1 緑:1
保障	950107006-002	 白:3 黒:2 緑:2 紫:1 橙:1 黄:1 灰:1
保障	950104012-039	 紫:2 青:2 緑:2 赤:1 桃:1 黒:1 灰:1 白:1
保障	950101034-005	 緑:5 白:2 青:1 茶:1 橙:1 黒:1
帯	950103014-007	 青:4 黄:2 黒:2 橙:1 白:1 緑:1
帯	950106127-008	 白:3 緑:3 青:2 黄:1 灰:1 黒:1
帯	950104190-001	 白:4 赤:2 灰:2 茶:1 黒:1 緑:1
プリズン	950105195-002	 灰:5 橙:4 紫:1 黒:1
プリズン	950105195-001	 灰:3 黒:3 黄:2 青:1 紫:1 白:1
プリズン	950105195-005	 紫:3 灰:3 青:2 橙:1 黒:1 白:1
配慮	950106015-002	 白:3 紫:2 灰:2 緑:2 青:1 茶:1
配慮	950107036-009	 赤:4 白:3 橙:2 緑:2
配慮	950103002-012	 青:2 黄:2 灰:2 白:2 緑:2 紫:1
内外	950101166-007	 茶:3 黒:2 紫:1 桃:1 緑:1 青:1 橙:1 灰:1
内外	950101048-007	 赤:2 黒:2 白:2 紫:1 青:1 橙:1 茶:1 灰:1
内外	950104158-007	 黒:3 青:2 黄:2 白:2 紫:1 橙:1
回顧	950104175-001	 灰:3 紫:2 白:2 青:1 赤:1 茶:1 緑:1
回顧	950104175-007	 緑:4 茶:2 灰:2 紫:1 青:1 白:1
回顧	950104151-015	 灰:4 緑:2 紫:1 青:1 橙:1 黄:1 白:1
強豪	950101152-022	 赤:6 橙:2 黒:2 紫:1
強豪	950107102-013	 赤:6 紫:2 黒:2 緑:1
強豪	950105109-013	 赤:6 黒:2 紫:1 橙:1 白:1
復帰	950106046-006	 青:3 黄:2 黒:2 緑:2 桃:1 白:1
復帰	950101091-010	 黄:3 橙:2 白:2 青:1 赤:1 灰:1 黒:1
復帰	950105044-009	 緑:4 青:2 赤:2 橙:1 黄:1 白:1
だれ	950101069-013	 黒:3 茶:2 白:2 緑:2 紫:1 赤:1
だれ	950104080-017	 茶:4 青:2 橙:2 紫:1 黒:1 白:1
だれ	950104073-017	 黄:2 灰:2 白:2 赤:1 桃:1 青:1 橙:1 黒:1
熱心	950105055-011	 赤:8 緑:2 桃:1
熱心	950101166-006	 赤:10 白:1
熱心	950103014-012	 赤:8 橙:1 白:1 緑:1
党	950103019-003	 黒:4 灰:4 青:1 赤:1 黄:1
党	950106021-006	 黒:5 青:1 橙:1 赤:1 茶:1 黄:1 灰:1
党	950101008-008	 黒:3 青:2 白:2 橙:1 赤:1 茶:1 灰:1
冬型	950103121-001	 白:6 灰:4 青:1
冬型	950101103-002	 白:7 灰:3 青:1
冬型	950101103-001	 白:6 青:1 紫:1 黒:1 灰:1 桃:1
与野党	950106150-003	 茶:3 灰:2 紫:1 赤:1 緑:1 青:1 黄:1 黒:1
与野党	950103015-001	 灰:5 黒:3 赤:1 橙:1 茶:1
与野党	950101024-022	 黒:4 灰:2 緑:2 青:1 茶:1 黄:1
保健	950105128-003	 白:4 緑:4 黄:3
保健	950105128-001	 白:4 青:2 橙:1 茶:1 灰:1 黒:1 緑:1
保健	950104197-002	 白:4 赤:2 紫:1 黄:1 桃:1 灰:1 緑:1
会談	950104146-004	 赤:3 黄:2 黒:2 灰:2 橙:1 白:1
会談	950101008-032	 橙:4 緑:3 黒:2 青:1 茶:1
会談	950107018-001	 青:3 灰:3 茶:2 紫:1 黒:1 緑:1
戦略	950106171-007	 緑:3 青:2 茶:2 橙:1 赤:1 黒:1 白:1
戦略	950104211-013	 赤:4 黒:3 青:1 茶:1 橙:1 黄:1
戦略	950104146-003	 青:3 黒:3 茶:2 紫:1 灰:1 緑:1
発売	950104181-002	 橙:3 青:2 赤:2 黄:1 桃:1 白:1 緑:1
発売	950106198-001	 緑:3 赤:2 桃:2 白:2 青:1 黒:1
発売	950107128-017	 茶:2 白:2 緑:2 青:1 橙:1 赤:1 黒:1 桃:1
物	950106149-001	 黒:5 灰:4 紫:1 黄:1
物	950101119-003	 茶:3 灰:3 赤:2 黒:2 緑:1
物	950106149-002	 黒:5 灰:2 橙:1 茶:1 赤:1 黄:1
ローン	950105066-002	 灰:3 赤:2 黒:2 青:1 橙:1 茶:1 緑:1
ローン	950105066-006	 赤:5 橙:1 黄:1 灰:1 黒:1 白:1 緑:1
ローン	950105066-006	 青:2 黄:2 灰:2 赤:1 緑:1 茶:1 橙:1 黒:1
満席	950103089-007	 赤:8 黄:2 黒:1
満席	950103089-002	 赤:4 青:2 灰:2 橙:1 黄:1 黒:1
満席	950104134-003	 赤:5 黄:2 白:2 青:1 茶:1
名誉	950104216-006	 青:2 紫:2 赤:2 黒:2 橙:1 白:1 緑:1
名誉	950101068-011	 紫:3 赤:3 青:1 橙:1 黄:1 黒:1 白:1
名誉	950101104-003	 赤:4 紫:2 黄:2 灰:1 黒:1 緑:1
植民	950101159-005	 緑:5 黒:2 橙:1 茶:1 灰:1 白:1
植民	950106192-002	 灰:6 黒:2 茶:1 赤:1 緑:1
植民	950101071-018	 灰:4 赤:2 黒:2 紫:1 黄:1 緑:1
歌	950105081-001	 桃:6 赤:2 紫:1 黒:1 白:1
歌	950106180-021	 橙:4 桃:3 黄:2 青:1 緑:1
歌	950105113-004	 黄:3 桃:3 赤:2 青:1 橙:1 白:1
分権	950101011-015	 茶:4 黒:2 緑:2 青:1 赤:1 白:1
分権	950101008-003	 緑:3 青:2 紫:1 橙:1 茶:1 黄:1 灰:1 黒:1
分権	950107016-006	 緑:5 橙:2 紫:1 黄:1 灰:1 白:1
展覧	950105150-009	 青:3 紫:2 赤:1 緑:1 黄:1 黒:1 灰:1 白:1
展覧	950105211-001	 黄:3 緑:3 黒:2 紫:1 茶:1 白:1
展覧	950105150-007	 紫:3 黄:3 白:2 青:1 橙:1 桃:1
半々	950107103-010	 灰:6 緑:2 茶:1 橙:1 白:1
半々	950104048-007	 黄:3 黒:2 灰:2 白:2 青:1 緑:1
半々	950104062-012	 灰:4 茶:2 黄:2 青:1 紫:1 白:1
熱湯	950103038-034	 赤:6 黄:2 橙:1 灰:1 緑:1
熱湯	950105176-006	 赤:9 黒:1 白:1
熱湯	950103038-034	 赤:7 茶:2 青:1 黄:1
起用	950105207-004	 赤:6 青:2 黄:1 黒:1 緑:1
起用	950103055-007	 青:3 黄:3 緑:3 赤:1 白:1
起用	950101053-012	 青:3 赤:2 橙:2 黄:2 灰:1 緑:1
兵器	950101144-013	 黒:5 灰:3 赤:2 緑:1
兵器	950103032-003	 赤:3 灰:3 黒:3 紫:1 黄:1
兵器	950104232-014	 灰:5 茶:2 黒:2 赤:1 橙:1
了承	950105077-005	 青:2 橙:2 黒:2 白:2 緑:2 灰:1
了承	950103002-008	 青:3 緑:3 赤:1 茶:1 黄:1 灰:1 白:1
了承	950107008-009	 青:3 灰:3 白:2 緑:2 紫:1
ガラス	950104038-001	 白:9 青:1 灰:1
ガラス	950105203-015	 白:6 青:1 橙:1 赤:1 黄:1 灰:1
ガラス	950105203-011	 白:6 青:5
プログラム	950101161-025	 青:4 黒:2 白:2 橙:1 黄:1 緑:1
プログラム	950104181-002	 白:3 青:2 茶:2 赤:1 橙:1 黒:1 緑:1
プログラム	950101152-036	 白:5 青:2 橙:1 黄:1 灰:1 緑:1
椿	950105205-009	 赤:5 橙:2 桃:2 黒:1 白:1
椿	950105205-008	 赤:5 桃:4 茶:1 黒:1
椿	950105205-011	 赤:5 桃:3 青:1 橙:1 黒:1
ビジネス	950106180-008	 青:4 黒:4 灰:2 白:1
ビジネス	950101159-024	 青:3 黄:2 白:2 紫:1 橙:1 灰:1 緑:1
ビジネス	950103014-008	 青:5 橙:2 黒:2 黄:1 白:1
対象	950103085-004	 青:4 黄:4 橙:1 灰:1 白:1
対象	950106021-003	 白:4 赤:1 青:1 茶:1 橙:1 黄:1 黒:1 灰:1
対象	950105066-007	 黄:2 灰:2 白:2 青:1 茶:1 赤:1 橙:1 黒:1
争点	950105240-012	 赤:3 青:2 灰:2 茶:1 桃:1 黒:1 白:1
争点	950104159-003	 赤:4 灰:3 茶:2 黄:1 黒:1
争点	950103008-061	 灰:4 赤:3 青:2 黒:2
行為	950104025-003	 青:2 赤:2 灰:2 黒:2 紫:1 黄:1 緑:1
行為	950105033-050	 橙:3 黒:2 赤:1 緑:1 青:1 黄:1 灰:1 白:1
行為	950105181-003	 赤:3 黒:3 黄:2 灰:2 青:1
リーダー	950105016-021	 赤:9 橙:1 黄:1
リーダー	950105118-005	 青:4 赤:4 紫:1 白:1 緑:1
リーダー	950104131-002	 赤:4 青:2 橙:2 紫:1 灰:1 緑:1
防止	950105232-002	 青:2 灰:2 緑:2 赤:1 茶:1 黄:1 黒:1 白:1
防止	950105016-046	 赤:3 灰:3 黄:2 黒:2 茶:1
防止	950104162-007	 赤:3 黄:2 黒:2 青:1 紫:1 灰:1 緑:1
小屋	950104222-001	 茶:7 桃:2 紫:1 橙:1
小屋	950101134-021	 茶:6 灰:2 赤:1 桃:1 緑:1
小屋	950104222-006	 茶:5 桃:2 橙:1 黄:1 灰:1 緑:1
権力	950101024-014	 黒:6 灰:2 青:1 赤:1 黄:1
権力	950105020-004	 黒:4 赤:3 白:2 紫:1 灰:1
権力	950105179-002	 赤:3 黒:3 紫:2 青:1 茶:1 橙:1
成長	950103086-025	 橙:2 黒:2 白:2 緑:2 赤:1 黄:1 桃:1
成長	950104001-008	 青:4 黄:2 橙:1 赤:1 灰:1 白:1 緑:1
成長	950103081-018	 青:3 橙:3 紫:1 赤:1 黒:1 白:1 緑:1
上限	950103002-009	 青:4 赤:2 茶:1 黄:1 桃:1 黒:1 白:1
上限	950105017-008	 黒:3 赤:2 白:2 青:1 茶:1 桃:1 緑:1
上限	950105017-004	 赤:4 白:3 黒:2 茶:1 黄:1
ゴンドラ	950103116-002	 黄:2 灰:2 白:2 青:1 茶:1 赤:1 桃:1 緑:1
ゴンドラ	950103134-003	 黒:3 茶:2 緑:2 紫:1 赤:1 灰:1 白:1
ゴンドラ	950103116-008	 白:3 青:2 赤:2 黒:2 灰:1 緑:1
編集	950104175-012	 黒:5 灰:3 白:2 赤:1
編集	950101134-008	 桃:2 灰:2 白:2 紫:1 緑:1 茶:1 黄:1 黒:1
編集	950105196-007	 白:4 灰:2 青:1 茶:1 橙:1 黒:1 緑:1
誌	950104177-010	 白:5 黒:3 青:1 灰:1 緑:1
誌	950104136-001	 灰:4 黒:3 白:2 茶:1 緑:1
誌	950104035-001	 白:4 黒:2 紫:1 橙:1 桃:1 灰:1 緑:1
文化	950101160-003	 茶:7 黄:2 青:1 橙:1
文化	950104228-009	 桃:2 緑:2 橙:2 青:1 茶:1 黄:1 灰:1 白:1
文化	950101161-027	 緑:5 紫:2 青:1 橙:1 茶:1 黒:1
解消	950105055-007	 青:4 赤:2 白:2 緑:2 橙:1
解消	950106159-004	 黒:3 青:2 桃:2 緑:2 黄:1 白:1
解消	950104227-003	 白:5 青:2 黒:2 赤:1 灰:1
きっかけ	950105033-022	 橙:4 黄:4 青:1 灰:1 白:1
きっかけ	950104216-004	 橙:4 紫:2 緑:2 赤:1 茶:1 黄:1
きっかけ	950106130-003	 赤:3 桃:3 緑:2 青:1 橙:1 黄:1
事前	950103038-025	 青:4 茶:4 緑:2 橙:1
事前	950105242-003	 青:3 茶:2 黒:2 白:2 桃:1 緑:1
事前	950104172-002	 青:3 黒:2 白:2 紫:1 茶:1 黄:1 灰:1
決着	950101050-010	 赤:4 青:2 黄:1 桃:1 灰:1 黒:1 白:1
決着	950101056-001	 赤:6 橙:2 茶:1 黄:1 灰:1
決着	950104151-017	 赤:3 黒:3 茶:2 灰:2 緑:1
冠	950101075-022	 黄:6 赤:2 紫:1 橙:1 白:1
冠	950106127-002	 黄:7 橙:3 黒:1
冠	950101075-036	 黄:7 赤:2 青:1 白:1
感動	950104077-023	 青:2 赤:2 黄:2 白:2 橙:1 灰:1 緑:1
感動	950104211-010	 橙:3 桃:3 青:2 黄:2 白:1
感動	950101067-003	 青:2 白:2 紫:1 赤:1 緑:1 茶:1 橙:1 黄:1 灰:1
印刷	950101071-031	 黒:5 白:3 茶:1 黄:1 灰:1
印刷	950104230-004	 黒:4 灰:3 紫:1 赤:1 桃:1 白:1
印刷	950104015-008	 黒:4 灰:4 青:1 黄:1 白:1
機	950105061-002	 白:4 黒:2 青:1 赤:1 黄:1 灰:1 緑:1
機	950105246-003	 灰:3 黒:3 白:3 青:2
機	950105170-016	 黒:5 灰:3 青:1 赤:1 黄:1
要素	950104012-018	 白:3 紫:2 黒:2 青:1 茶:1 黄:1 桃:1
要素	950105021-002	 茶:3 紫:2 灰:2 青:1 橙:1 黄:1 黒:1
要素	950107047-007	 青:3 灰:2 白:2 橙:1 赤:1 黒:1 緑:1
普及	950103085-007	 緑:3 灰:2 紫:1 青:1 橙:1 黄:1 桃:1 白:1
普及	950103085-008	 緑:3 白:2 紫:1 赤:1 橙:1 黄:1 黒:1 桃:1
普及	950103085-007	 白:4 黄:2 紫:1 青:1 橙:1 灰:1 緑:1
雪崩	950105118-005	 白:7 灰:2 紫:1 桃:1
雪崩	950105118-004	 白:5 灰:2 紫:1 茶:1 赤:1 黒:1
雪崩	950105169-005	 白:8 青:2 紫:1
監察	950105125-002	 灰:3 黒:3 青:2 赤:2 茶:1
監察	950106164-001	 黒:5 青:3 紫:2 赤:1
監察	950105125-003	 橙:3 黒:3 灰:2 青:1 赤:1 白:1
自然	950103071-013	 緑:9 青:1 黄:1
自然	950101021-006	 緑:6 青:1 赤:1 黒:1 灰:1 白:1
自然	950101159-007	 緑:7 青:1 黄:1 桃:1 白:1
到着	950105022-005	 青:4 緑:3 桃:1 灰:1 黒:1 白:1
到着	950105151-001	 青:3 黒:3 白:2 茶:1 灰:1 緑:1
到着	950106186-001	 黒:3 白:3 青:2 茶:2 緑:1
被爆	950104232-002	 黒:3 灰:3 赤:2 青:1 茶:1 橙:1
被爆	950104232-006	 赤:4 黒:4 紫:1 橙:1 灰:1
被爆	950104232-019	 赤:3 黒:3 紫:1 橙:1 茶:1 灰:1 緑:1
予算	950105045-008	 黄:3 黒:3 青:2 灰:2 茶:1
予算	950101147-019	 赤:2 橙:2 灰:2 桃:1 茶:1 黄:1 黒:1 白:1
予算	950105045-006	 赤:3 白:3 青:2 茶:1 黄:1 緑:1
保護	950105063-001	 紫:2 青:2 白:2 赤:1 桃:1 緑:1 橙:1 黒:1
